f_food_id,f_food_name,f_class_name,f_food_desc,f_food_qty,f_food_price
f2502,海鮮濃湯,中式料理,,1,55
f0504,栗子南瓜焗烤,西式料理,南瓜蒸熟去籽,小黃瓜洋蔥切丁後下鍋拌炒加入無鹽奶油及鮮奶油,之後裝填於南瓜中在鋪上乳酪絲進烤箱即可,1,100
f0505,玉米佐沙拉,西式料理,將小黃瓜,番茄,蘿蔓心,洋蔥切塊,玉米汆燙後切片之後加入特調和風醬即可,1,65
f0506,奶油培根義大利麵,西式料理,將義大利麵下鍋煮熟,培根,洋菇,花椰菜,洋蔥切塊下鍋拌炒之後加入義大利麵無鹽奶油及鮮奶油,最後加入生蛋黃拌熟,1,130
f04,苜蓿芽蛋餅,早餐,,1,25
f4002,玉米濃湯,中式料理,黃金玉米濃湯,5,30
f0601,味增湯,中式料理,先下柴魚片後放海帶芽煮軟，再加入味增包及豆腐及可。,5,35
f49002,小天使波霸鮮奶,甜點,現在最流行的黑糖珍珠波霸鮮奶,1,30
f0401,德國香腸,早餐,,4,60
f34,生菜沙拉優格,早餐,,1,130
f45-2,水果燕麥罐,早餐,,1,150
f03-03,棉花糖吐司,甜點,,1,50
f44-001,巧克力星冰樂,其他,,6,45
f34-1,蛋沙拉吐司,早餐,,4,30
f44-002,養樂多雞蛋糕,蛋糕,,2,40
f09-04,囉惹,小菜,馬來西亞著名水果沙拉,特製醬料口味濃稠有豐富的海鮮味,配上油條保證一口接一口.它可加辣兩種它配方式,100,100
f03-04,漸層紅茶拿鐵,其他,,1,50
f0100,黃金蝦仁酥,中式料理,蝦子剝殼去頭尾去腸泥，裹上太白粉+蛋液，高溫油炸,4,40
f16003,鴻喜菇炒菠菜,中式料理,蒜末拌炒鴻喜菇，再悶煮菠菜3分鐘,4,50
f09-05,蒜泥白肉,中式料理,只需要五花肉、蒜泥和醬油膏，在家就能輕鬆做出美味的料理。,4,89
f16002,香煎豆腐,中式料理,將切片豆腐兩面小火慢慢煎至金黃，最後將醬油辣椒蔥放上調味。,4,60
f09-02,恐龍美祿,其他,外表看來樸實、不怎麼樣，喝了心涼脾透開！風靡新加坡的飲品。為什麼叫"恐龍"呢? 因為看來很像恐龍的背脊，因此而得名！  ,1,50
f09-03,吻仔魚蛋花湯,下飯菜,大學生必備,簡單 好喝,1,60
f09-01,英式炒蛋鮭魚可頌,早餐,簡單的料理,材料只有鮭魚、炒蛋和可頌麵包。豐富又奢華，也非常容易做。,1,85
f09-08,蒜香中卷,中式料理,用乾煸的方式讓中卷的香氣和焦香味充滿整道料理,2,150
f09-06,炒空心菜,小菜,五分鐘就能做出來的料理，好吃又健康，記得加點米酒去掉一點菜味。,2,40
f46,紅醬里肌義大利麵,西式料理,,2,218
f46-1,奶油玉米濃湯,其他,,2,59
f23-1,紅茶牛奶白玉,其他,,1,59
f23-2,洋蔥番茄蛤蜊湯,西式料理,,3,89
f0101,泡菜炒豬肉,中式料理,豬肉醃製,熱鍋倒油,洋蔥蒜頭爆香,加入豬肉快炒,再加入泡菜提味,最後盛盤並灑上蔥花,4,60
f3001,古早味乾拌麻油麵線,中式料理,來個媽媽的味道吧,3,60
f3002,薯泥沙拉,小菜,熱天沒胃口時的好選擇,5,40
f43001,清炒高麗菜,中式料理,爆香蒜末；放入切絲紅蘿蔔、高麗菜翻炒；適時加水；加鹽巴、辣椒調味,4,25
f43002,香蕉牛奶,其他,將切好香蕉、牛奶400ml加入果汁機,1,50
f42001,蚵南唱煎熬,中式料理,蚵仔煎,1,50
f42002,飯健焗烤,西式料理,焗烤飯,1,120
f17001,蕎麥蛋包麵,中式料理,蛋包麵,2,100
f07002,清炒高麗菜,中式料理,清炒高麗菜,2,70
f17002,起司玉米玉子燒,日式料理,玉子燒,1,80
f35001,照燒鮮嫩雞丁,中式料理,照燒鮮嫩雞丁,2,120
f11001,泰式檸檬酸辣肉片,泰式料理,泰式檸檬酸辣肉片,1,99
f35002,三杯豆腐,中式料理,三杯豆腐,2,80
f11002,菇菇絲瓜蛤蜊,泰式料理,菇菇絲瓜蛤蜊,1,99
f07001,蒜香四季豆,中式料理,蒜香四季豆,2,70
f18001,熱紅茶,飲料,使用天然茶葉沖泡的熱紅茶,1,30
f27001,熔岩巧克力蛋糕,小點心,法式甜點，即外皮硬脆、內夾醇美熱巧克力漿的小型巧克力蛋糕,6,40
f25002,馬鈴薯鮪魚沙拉,其他,鹹香的鮪魚搭配綿密的馬鈴薯泥,1,90
f47001,綠豆湯,甜點,將綠豆和薏仁泡水清洗後，進行烹煮即可,10,35
f08001,焗烤土司,小點心,在土司上加上火腿、玉米在撒上乳酪絲，送進烤箱，美味的焗烤土司就完成了,1,60
f47002,雞肉咖哩,日式料理,先將各食材切片，肉用熱水燙熟，食材拌炒和洋蔥爆香，水煮熟食材後加入咖哩塊,6,70
f04002,蒸蛋,中式料理,運用最簡單的食材，烹調出最原始的口感。,5,25
f18002,奶油小吐司,小點心,使用蜂蜜吐司搭配簡單的奶油塊,1,45
f14001,土豆番茄魚湯,中式料理,材料簡單，只需番茄、馬鈴薯、紅蘿蔔、瘦肉與當令鮮魚即可 番茄的酸香與馬鈴薯、紅蘿蔔的清甜，讓魚湯清爽好喝一點腥味都沒有喔,5,150
f14002,燙地瓜葉,中式料理,簡單便宜又營養，清爽無負擔、低熱量的地瓜葉,5,13
f08002,雞蛋牛奶布丁,甜點,沒有添加任何香料，用雞蛋和牛奶做出最天然的布丁,5,35
f34001,總匯三明治,早餐,是用煎蛋、火腿、蔬菜、乾酪、煙肉和番茄等各式食材製作而成。有時會製成雙層形式，切成四等份，並用牙籤穿好。 ,1,55
f36001,馬鈴薯沙拉,小點心,只要蒸熟馬鈴薯，再加入各種喜愛的食材攪拌均勻，就可以輕鬆完成一道美味輕爽的夏日料理。,1,80
f36002,蜜糖吐司,小點心,有著??的外表，被繽?的水果??，?足了??上的享受，而具有酥酥脆脆口感的吐司，味道和香味特?,1,60
f52001,番茄肉醬義大利麵,麵食,義式風味,10,95
f04001,紅燒獅子頭,中式料理,紅燒獅子頭因為肉丸形似獅子頭而得名。這道需要細火慢燉的料理，食材簡單卻能吃到肉及大白菜的鮮甜，圓圓的肉丸子在年節時應景又,5,100
f52002,義大利式濃湯,其他,義式風味,8,75
f53001,焗烤馬鈴薯,西式料理,將蛋、馬鈴薯蒸熟、蛋、火腿切丁馬鈴薯微切加上蛋、火腿、玉米、撒上乳酪絲，進烤箱200W，5~10分鐘6.撒上黑胡椒粒,1,60
f53002,鬆餅,甜點,麵糊加入酵母和蛋白，呈現外酥內軟的口感。,2,50
f22002,氣泡飲,飲料,雪碧加檸檬紅茶，簡單又好喝的氣泡飲料,1,30
f5601,野菇奶油牛肉炊飯,日式料理,營養滿分，不需瓦斯，好吃又美味!,7,200
f44001,醬燒豆腐,中式料理,,4,150
f43001,蜜汁雞腿,中式料理,不需要醃製也能快速做出如此甘甜美味的蜜汁雞腿。,5,90
f43002,彿特蒙咖哩,中式料理,簡單食材讓你感覺到媽媽的味道。,5,85
f44002,花生炒花椰菜,中式料理,,5,150
f22001,熱壓吐司,小點心,最簡單美味又不敗的早午餐輕食，甚至帶出去郊遊野餐都很方便適宜喔材料準備,1,40
f32002,炒空心菜,中式料理,營養好吃又下飯。,5,35
f44003,花生炒高麗菜,中式料理,,5,150
f32001,清蒸吳郭魚,中式料理,用最簡單的烹調方式，讓您吃到魚的原汁原味。,5,90
f09001,鮪魚蛋餅,早餐,因為鮪魚富含許多營養價值，加入蛋及蛋餅後，更可為早餐增添不少風味。,1,40
f09002,雞排蛋鐵板麵,早餐,單吃鐵板麵可能會有點乏味，但在加入蛋及雞排後，可為餐點加不少分。,1,70
f34002,法式土司,早餐,在食用法式土司前會在其表面，依不同地區的喜好，加上糖漿、牛油、鮮奶油，甚至配上水果食用。,1,30
f24001,蛤蠣絲瓜,中式料理, 蛤蜊和絲瓜，造就出鮮甜無比的好滋味,5,45
f24002,綠豆湯,甜點,炎炎夏日來碗綠豆湯，暑氣頓時全消！,5,15
f51001,美式炒蛋,早餐,美式風味,4,30
f51002,完美馬鈴薯,早餐,美式風味馬鈴薯,3,45
f51003,美式培根,早餐,紅糖炒培根 很好吃,3,40
f33001,焦糖烤布蕾,甜點,利用鮮奶油、蛋黃、牛奶、香草莢、細砂和貳砂作出柔順的布蕾和脆口的焦糖。,6,50
f38001,巧克力乳酪馬芬蛋糕,甜點,巧克力和乳酪結合的濃郁滋味，征服小孩的味蕾～,6,80
f5602,糖心蛋,小菜,小點心,3,25
f02001,蜂蜜檸檬瑪德蓮,甜點,瑪德蓮在法式甜點中為一款必學的甜點，在法國是一款老少皆宜連超市都能買到的大眾甜點，幾乎家家都能自行製作，正因為材料簡單、,12,20
f26001,老奶奶檸檬蛋糕,蛋糕,酸酸甜甜口感綿密的古早味蛋糕,1,200
f37001,巧克力杏仁餅乾,餅乾,巧克力搭配上杏仁口味的冰箱小甜點,1,260
f21001,法式吐司,早餐,像雲朵般蓬鬆柔軟的綿密口感,1,75
f21002,水果優格沙拉,其他,清爽不膩口的口感,1,109
f60001,白酒蛤蜊,西式料理,簡簡單單的炒蛤蜊加上了白酒調味，變成一道西式的料理，蛤蜊吸飽白酒，搭配著洋蔥、蒜頭的香氣，非常美味! ,1,65
f60002,馬鈴薯濃湯,西式料理,鮮甜味美的蛤蜊與馬鈴薯泥煮成濃郁的巧達濃湯，灑些許酥脆烤麵包，美味無法擋。,1,60
f33002,蜂蜜蘋果牛奶,飲料,利用蘋果加牛奶，製作出天然的蘋果香的牛奶。並且添加蜂蜜來增加香甜感。,1,55
f27002,蘋果牛奶,飲料,新鮮蘋果與牛奶鮮榨而成的，零添加糖健康飲品,4,55
f02002,香蕉牛奶,飲料,香蕉含有豐富的色胺酸，而色胺酸正是營養素、神經傳導的重要物質，能促進血清素的合成分泌，緩解情緒，讓人不易緊張。牛奶也含有,1,55
f26002,紅茶拿鐵,飲料,濃厚香醇的鮮奶茶,1,55
f11001,黑糖珍珠鮮奶,飲料,以蜂蜜、牛奶、和即食珍珠(黑糖口味)製作而成的飲料。,1,55
f05001,伯爵奶酥餅乾,餅乾,以低筋麵粉、蛋黃液、無鹽奶油、全脂奶粉、伯爵?茶等主要食材製作的甜點。餅乾表面仍能看見茶葉的淡淡色澤。,2,80
f10001,洋蔥火腿炒蛋,早餐,已洋蔥火腿乳酪絲為主食材製作而成的炒蛋,2,60
f05002,手沖咖啡,飲料,以意利咖啡中焙咖啡豆下去研磨，使咖啡帶有巧克力、焦糖、與烘烤香氣，以及些微的花香。,3,35
f48001,蒜味牛小排,西式料理,先將蒜頭提味再煎牛小排,1,350
f48002,蛋花湯,中式料理,將青菜、蛋液、蔥段及調味料綜合製成的湯,1,65
f57001,芒果布丁,甜點,精緻甜點芒果口味布丁,1,60
f57002,干貝辣炒拌麵,中式料理,香辣干貝炒麵,1,85
f01001,蘋果玫瑰捲,甜點,蘋果玫瑰捲是一道不需要繁複步驟與難以取得的原料，即可製作出的平民點心。,6,30
f25001,薯餅起司漢堡,早餐,酥脆的薯餅加上濃郁的起司搭 配清爽的美生菜,1,90
f37002,抹茶拿鐵,飲料,由抹茶粉和牛奶混合而成的飲料，有豐富的營養成分。,1,75
f01002,熱帶水果茶,飲料,煮一壺水果茶，既可消化水果亦可使水果有另一風味的呈現，熱熱的喝一杯，好入喉又解膩，也是下午茶的好伴侶。 ,2,100
f11002,岩燒蜂蜜蛋糕,蛋糕,以無鹽奶油、低筋麵粉、蛋黃液、蜂蜜、玉米粉、植物油、起司片、植物性鮮奶油和牛奶製作而成的美味蛋糕。,1,160
f16001,蛋包飯,日式料理,熱鍋後,先下油,打蛋下鍋,熟後把蛋拿起,下飯和番茄醬拌勻,均勻後拿起,最後把蛋覆蓋在飯上淋上番茄醬後完成,1,100
f54001,紅豆麻糬,小點心,麻糬外皮軟Q，搭配自製紅豆內餡，口感細緻綿密!,20,40
f54002,壽司,日式料理,簡單又美味,10,40
f42001,蘋奇百-鮮果茶,飲料,蘋奇百鮮果茶總充滿繽紛的色彩，酸甜好喝。親自燉煮的茶湯，釋放水果本身的酸甜味、糖的比例隨意調整，喝的沁涼、吃的開心。,10,69
f42002,法To馬蛋,其他,法To馬蛋吃的到法國吐司綿密鬆軟及香口美味的蛋奶香，配上馬鈴薯蛋沙拉的滑潤順口和法國土司有著很奇妙的層次美味,5,109
f50001,香雞漢堡套餐,早餐,有香雞堡、小雞塊、薯餅、小黃瓜、生菜,1,120
f38002,珍珠紅茶牛奶,飲料,單純喝紅茶牛奶少了口感，加了珍珠就Perfect了!,1,65
f35001,紅茶牛奶,飲料,以紅茶和牛奶合成,1,50
f35002,咖啡牛奶,飲料,以咖啡和牛奶合成,1,65
f16002,鮮奶茶,飲料,紅茶+牛奶,1,50
f49002,番茄玉米沙拉,其他,將牛番茄切塊狀，再加入玉米和生菜即可,1,55
f49003,豬排蛋漢堡,西式料理,先將豬排煎至焦黃，在煎蛋加入切好的洋蔥和番茄即可。,1,100
f41001,百家得Bacardi,飲料,由Bacardi蘭姆酒、檸檬汁、糖漿、紅石榴糖漿調製而成的調酒。,1,180
f31001,鮮奶茶,飲料,美味可口鮮奶茶,1,50
f31002,鬆餅,甜點,美味可口的鬆餅,1,90
f5501,日式芋頭麻糬,甜點,綿密的芋頭餡搭上酸酸甜甜的水蜜桃果粒,好吃又不膩~,10,30
f5502,日式豚骨叉燒拉麵,日式料理,濃厚的奶香竄鼻搭配Q彈的拉麵條,絕配~,3,150
f40,,小菜,,0,0
f28001,總匯三明治,早餐,吐司加高麗菜,番茄,美乃滋,蛋,肉後完成,1,85
f28002,鮪魚肉鬆三明治,早餐,吐司加高麗菜,番茄,美乃滋,鮪魚,肉鬆後完成,1,90
f07001,炸薯條,小點心,冷凍薯條新鮮可口，配一點鹽，或再配上酸甜的番茄醬，美味極品。,1,120
f30001,威士忌可樂,飲料,放入適量冰塊倒入(1/10)威士忌最後倒滿可樂即完成,1,150
f30002,自由古巴,飲料,放入適量冰塊倒入(1/10)萊姆酒最後倒滿可樂即完成,1,150
f07002,炸雞塊,小點心,採用新鮮雞胸肉，再用熱油高溫炸過，在灑上一些黑胡椒，美味可口。,1,180
f50002,茉莉綠奶茶,飲料,有茉莉綠茶、牛奶、糖、冰塊,1,50
f03001,酥炸起司條,小點心,在家自己動手做起司條，美味又可口,1,150
f29001,蜂蜜檸檬,飲料,做法簡單，健康好喝。,1,30
f29002,火腿蛋餅,早餐,快速又容易上手的料理,1,40
f23001,義大利肉醬鐵板麵,中式料理,,1,85
f23002,沙拉,西式料理,,1,79
f03002,炸物拼盤,小點心,炸物拼盤是由雞塊、薯條、起司條組成,1,300
f10002,熱金桔茶,飲料,以新鮮金桔與檸檬加上柳橙汁調配出的飲料,1,110
f13001,肉粥,中式料理,將米洗乾淨，將蝦米、香菇、絞肉先炒熟，炒熟之後通通丟進飯鍋裡，將打蛋打散後倒進飯鍋，等飯鍋開關跳起來後，將蔥花倒進飯鍋內即完成。,5,40
f41002,載克瑞Daiquiri,飲料,由蘭姆酒、檸檬汁、糖漿、調製而成的調酒。,1,180
f20001,親子丼,日式料理,道地日式親子丼,2,80
f13002,鍋燒麵,麵食,將蔥切碎，將水煮滾，加入麵條，麵熟後，將配料通通加入鍋裡，等水滾後，將蛋直接打入鍋內，湯麵即完成,1,75
f06001,威士忌沙瓦,飲料,由威士忌、糖水、檸檬調製的調酒,1,180
f06002,紐約,飲料,由威士忌、紅石榴糖漿、糖水、檸檬調製的調酒,1,180
f3902,抹茶咖啡,飲料,抹茶咖啡,1,40
f20002,茶碗蒸,日式料理,內料豐富的茶碗蒸,1,40
f15001,煎餅,甜點,鬆餅粉過篩後與牛奶、蛋液拌勻,冷卻後用平底鍋煎製而成,1,60
f15002,味噌湯,日式料理,將味噌、蔥花、豆腐塊加入熱水中烹煮,加砂糖調味後拌勻而成,1,30
f3901,蔥油餅,小點心,蔥油餅+蛋,1,40
f3701,金莎玉米筍,中式料理,玉米筍1盒、鹹蛋1顆、珠蔥0.02把、沙拉油0.01罐,4,40
f2601,可樂鮮奶,飲料,將可樂和鮮奶相融在一起,1,60
f2602,咖啡鮮奶,飲料,將咖啡和鮮奶相融在一起,1,100
f5202,印尼炒泡麵,麵食,把泡麵煮熟，把高麗菜和紅蘿蔔快炒三分鐘，在把煮好的泡麵放下去，開小火炒。切檸檬做裝飾。把?蛋煎煎,1,55
f2301,犬首燒（法鬥造型雞蛋糕）,小點心,奶油1匙；麵糊適量，大約烤10分鐘,1,35
f3102,蔥抓餅,早餐,雞蛋1顆、蔥抓餅1片、甜辣醬1小包、油約3毫升。,1,35
f1501,蒜香鮮蝦蛤蠣義大利麵,西式料理,麵條100g 大草蝦 2尾 杏鮑菇0.5顆 玉米筍 1條 無鹽奶油 20g 蒜頭2-3粒 辣椒1條 義大利香料 隨喜好 ,1,200
f1502,義式菌菇南瓜濃湯,西式料理,洋蔥半顆 奶油20g 南瓜半顆 馬鈴薯1顆 雪白菇半包 杏鮑菇0.5顆 紅蘿蔔0.5條 牛奶300cc,2,120
f2302,芋頭奶茶,飲料,前置芋頭做法：熱水 2800cc 芋頭 1400g 砂糖 300g 電鍋外的水 300cc；芋頭泥160mm；錫蘭紅茶包*1；奶精粉5匙,1,50
f2701,雞絲涼拌小黃瓜,下飯菜,雞胸肉水煮方式料理非常方便，低脂低卡。搭配小黃瓜，清爽又有豐富的蛋白質和蔬菜，為夏日開胃菜的首選。,10,70
f3101,法式吐司,小點心,鮮奶50毫升、雞蛋1顆、吐司2片、油約4毫升。,1,35
f4601,蝦米炒絲瓜,中式料理,想吃青菜又不想很多油，也不想很多油煙，只要炒香蝦米後絲瓜丟進去，悶ㄧ下子就可以了,3,45
f4602,香煎鮭魚,中式料理,簡單又美味的香煎鮭魚,3,180
f4902,雞肉蔬菜烏龍麵,日式料理,將花椰菜、玉蜀黍、烏龍麵燙好放置一旁備用，再來煎雞胸肉，煎熟之後將雞胸肉切丁。最後將食材拌炒、調味，即可裝盤。,1,120
f4901,起司牛肉三明治,早餐,先煎吐司，煎吐司同時煎蛋，再來將牛肉下鍋煎熟，這時將起司放在鍋邊預熱，都完成之後再一一組裝。,1,150
f2702,香煎雞蛋豆腐,小菜,簡單煎雞蛋豆腐，撲鼻而來濃濃的蛋香味，含有豐富蛋白質。,3,40
f4801,日式壽喜燒,日式料理,先調製獨家配方，將醬汁加入金針菇、蔬菜、洋蔥、豆腐，另外將烏龍麵、花椰菜、玉米筍水煮至8分熟放進醬汁醬鍋加入牛肉,2,250
f4603,吻仔魚炒飯,中式料理,省錢又好吃的料理,3,65
f3201,銅鑼燒,甜點,130克的低筋麵粉，白糖35克，泡打粉3克，雞蛋2顆，牛奶80克，藍莓果醬,4,22
f3202,肉鬆蛋餅,早餐,200克的水，低筋麵粉120克，太白粉40克，鹽少許，蔥花少許，肉鬆少許,2,28
f1201,蔥蛋,中式料理,3顆蛋跟蔥花攪拌混合下去煎再加入一茶匙鹽,3,40
f1203,炒高麗菜,中式料理,切絲的高麗菜加少許鹽跟干貝粉下去悶炒,3,45
f1202,青椒炒肉絲,中式料理,切絲的青椒、肉絲、洋蔥加入1匙鹽下去炒,3,55
f1204,煎雞腿排,中式料理,加入2勺醬油、2匙糖下去醃，淹完煎,3,80
f1205,炒飯,中式料理,將白飯跟蛋液攪拌在一起,3,45
f1206,白蘿蔔排骨湯,中式料理,蘿蔔清洗切塊跟排骨放入鍋中，加入鍋內約七分滿的水跟2匙鹽煮,3,150
f5402,布丁,甜點,布丁粉30g,1,40
f3001,馬鈴薯沙拉,小菜,炎炎夏日即將來臨，大熱天熱食吃不下，這時候來點馬鈴薯沙拉最適合了。,1,40
f3002,味噌湯,日式料理,味噌湯是一種湯料理，即麵豉湯，是日本具代表性的傳統食品，常見於日本人的早餐。 ,1,30
f4701,楓糖法式吐司,早餐,雞蛋1顆 牛奶80ml 奶油適量 白吐司1片 楓糖少許 糖粉少許,1,40
f4702,貝果三明治,早餐,貝果1片 牛番茄3片 火腿1片 乾酪片1片 雞蛋1顆,1,75
f4802,法式優格吐司,甜點,將吐司沾上蛋液下鍋煎，煎到金黃即可，擺上優格及水果完成,1,100
f0701,炒高麗菜,小菜,炒高麗菜為家常菜且富有家鄉味的菜餚。,1,45
f1001,咖哩飯,日式料理,簡單美味的日式料理，是家家都有的好味道，富有飽足感。,1,80
f0702,金針菇炒絲瓜,小菜,可以當作小菜或是當成湯品也合適唷。,1,40
f14001,蘋果蛋優格,小菜,清洗雞蛋、蘋果，蘋果切丁，蛋煮熟後，予優格混合,1,60
f5101,高麗菜炒培根,中式料理,高麗菜捲是台灣人習以為常的食物，對我們來說可能是日式食物，常常出現在關東煮裡頭。裡面包著肉餡或魚漿，在鮮美的湯頭裡吸飽湯汁，一口咬下有肉有菜，口感甚佳很受大家的,3,45
f0401,元氣滿滿早午餐,西式料理,馬鈴薯半顆、雞蛋1顆、厚片吐司2/3片、起司片2/3片、草莓果醬10g、奇異果半顆、甜橙半顆,1,108
f0402,起司海苔玉子燒,日式料理,雞蛋兩顆、海苔半片、起司一片,1,75
f0302,古早味綠豆湯,甜點,綠豆1杯 水9杯 砂糖適量,1,40
f3901,香煎雞胸肉佐優格紅椒醬,其他,高蛋白低脂餐,1,200
f5102,番茄炒蛋,中式料理,很簡易的家常蕃茄炒蛋,因為多加了蕃茄醬拌炒..茄汁味道更濃郁了,無論是拌飯或燴麵皆美味,3,30
f3902,滑蛋牛肉丼,小菜,高蛋白低脂餐，豆腐取代白飯,1,180
f5103,三杯雞,中式料理,三杯雞料理過程中，豬油改為麻油、酒釀改為米酒。醬油、米酒、麻油同樣是每種一杯，故仍然稱為「三杯」。常用三杯料理的食材是雞肉和小捲,3,70
f4001,蘋果優格蛋,小菜,將蛋煮熟，與優格、蛋、蘋果混合,1,60
f4002,玉米濃湯,中式料理,將所有食材丟到水裡煮熟,8,80
f3003,紅蘿蔔炒蛋,中式料理,紅蘿蔔炒蛋是一道有益於老少健康的好菜餚。,1,50
f4301,鮭魚子軍艦壽司,日式料理,將小黃瓜片及鮭魚子擺放在已纏繞海苔的橢圓狀飯上,1,40
f4302,鮮蝦手捲,日式料理,將高麗菜絲、熟蝦、小黃瓜條依序擺上海苔並捲成甜筒狀,1,40
f0301,皮蛋瘦肉粥,中式料理,皮蛋半顆 雞胸肉100克 鹽巴適量 蔥適量 白飯1碗量,1,70
f5201,韓式辣泡麵,小菜,把泡麵煮熟，把高麗菜和紅蘿蔔快炒三分鐘，在把煮好的泡麵放下去，開小火炒。切檸檬做裝飾。把?蛋煎煎,1,0
f5203,紅茶,飲料,將紅茶煮 6000CC，用糖下去調,10,55
f04001,孜然香煎雞腿排,西式料理,,1,100
f04002,酒香蒜炒白蝦,中式料理,,1,130
f1401,塔香四季豆,小菜,,1,100
f1402,金針燴時蔬,小菜,,1,100
f3001,蔬菜雞肉豆皮湯,中式料理,蔬菜雞肉豆皮湯,6,150
f3002,韭菜炒肉燥,小菜,韭菜炒肉燥,4,80
f1701,素食大阪燒,日式料理,,1,130
f22001,蛋炒飯,中式料理,人人能做的簡單炒飯,4,50
f3801,日式雞肉培根咖哩,日式料理,日式雞肉培根咖哩,1,85
f08001,奶油蝦,下飯菜,蒜頭洋蔥切妥放置備用，蝦子洗淨去頭去腳開背。熱鍋後加入蒜頭洋蔥爆香，爾後加入蝦子一同翻炒至蝦子顏色轉紅，再加入奶油即完成,5,130
f1702,玉米炒蛋,日式料理,,1,70
f34001,綜合蛋炒飯,中式料理,色彩繽紛的三色豆炒飯,1,90
f34002,蝦仁炒飯,中式料理,蝦仁超級無敵多的炒飯,1,150
f22002,肉絲蛋炒飯,中式料理,加入肉絲香噴噴的炒飯,2,65
f21001,蛋花湯,其他,滿滿香味的客家蛋花湯,4,20
f21002,玉米炒飯,中式料理,都是玉米粒的炒飯,2,40
f06001,泡菜炒飯,中式料理,泡菜很多很辣的炒飯,1,75
f06002,高麗菜,下飯菜,非常美味下飯的高麗菜,3,50
f11002,榨菜炒肉絲,中式料理,,1,80
f11001,茄子煎蛋,中式料理,,1,110
f41002,香菇炒青江菜,中式料理,香菇炒青江菜,4,65
f35001,馬鈴薯燉肉,日式料理,很下飯的一道菜,1,100
f42002,麻婆豆腐,下飯菜,只需簡單拌炒的麻婆豆腐，是道開胃的重口味料理。,2,130
f03001,花見糰子,小點心,清爽日式和?子,1,35
f42001,檸檬雞腿,下飯菜,酸酸甜甜的檸檬雞腿，很適合開胃喔,2,65
f41001,乾燒玉米筍蝦仁,中式料理,乾燒玉米筍蝦仁,4,85
f10001,家常胡蘿蔔炒肉絲,下飯菜,營養又健康的紅蘿蔔，搭上國產嫩梅花豬肉絲，美味又好下飯,3,50
f16001,芥蘭菜炒牛肉,中式料理,,1,90
f39001,蛤蠣湯,中式料理,喝蛤蠣湯，讓在外受寒的你，心都暖起來,1,50
f10002,家常紅燒雞蛋豆腐,中式料理,煎到金黃的雞蛋豆腐，搭上玉米筍豌豆香菇等，成為一道色香味俱全的中華傳統料理,4,50
f39002,海鮮鍋燒意麵,麵食,人生就該像蝦子一樣瞎,1,130
f29001,柑橘瑪德蓮,甜點,送入烤箱大顆瑪德蓮以170度烘烤15至17分鐘，小顆瑪德蓮以170度烘烤12至15分鐘即完成。,1,45
f18002,抹茶可麗露,甜點,抹茶可麗露糊放入上下火預熱250度的烤箱烤20分鐘，之後上下火調成180度烤50分鐘。烤後不用放涼直接倒出成品。,1,85
f19002,滑蛋蝦仁,中式料理,先將蝦仁吸乾加入米酒、白胡椒、鹽巴、2/1的蛋白攪均勻，打4顆蛋加熱太白粉水，熱鍋後加入蝦仁、蒜頭、辣椒、蔥，最後加入蛋,1,50
f35002,味噌湯,日式料理,湯,1,25
f3601,炒高麗菜,小菜,,1,50
f05002,香煎鮭魚,中式料理,先用米酒去腥，雙面沾鹽巴，熱鍋後將鮭魚放下去煎，蓋上鍋蓋以悶鍋的方式煮5-6分鐘,4,85
f16002,班尼迪克蛋,西式料理,,1,90
f43001,蒜蓉金針菇,小菜,蒜蓉金針菇,3,30
f43002,彩椒雞胸肉,中式料理,彩椒雞胸肉,4,70
f3802,烤馬鈴薯,西式料理,烤馬鈴薯,1,40
f3803,嫩煎牛小排,西式料理,嫩煎牛小排,1,85
f18001,可麗露,甜點,可麗露糊放入上下火預熱250度的烤箱烤20分鐘，之後上下火調成180度烤50分鐘。烤後不用放涼直接倒出成品。,1,80
f03002,手工格子餅乾,餅乾,秋風帶來醇厚的奶香味，烘焙是如此地美好~,1,60
f29002,舒芙蕾,甜點,麵糊在平底鍋中加入約2大匙的水蓋上鍋蓋以小火蒸煎，一面煎約5-6分鐘。翻面後再加入2大匙的水續煎5-6分鐘即完成。,1,150
f12001,剝皮辣椒雞湯,中式料理,剝皮辣椒雞湯,10,120
f12002,鹹蛋山苦瓜,中式料理,鹹蛋山苦瓜,5,50
f31001,綜合味噌湯,日式料理,蝦仁鮭魚味噌豆腐湯,4,90
f40001,咖哩飯,日式料理,濃郁的咖哩香味，配上熱騰騰的米飯，入口即化。,4,280
f20001,巧克力棉花糖吐司,甜點,吐司1片、棉花糖3個、巧克力醬少許、巧克力少許,1,80
f3602,和風洋蔥,小菜,,1,55
f24002,椒鹽松阪豬,中式料理,先將松阪豬雙面抹上鹽巴後煎微焦然後切小塊，將蒜頭、辣椒切小塊後放入鍋裡爆香再加入切小塊的松阪豬，煎熟後即完成。,1,75
f05001,辣炒空心菜,下飯菜,將菜切一半洗乾淨，在鍋裡加入油、鹽巴、辣椒爆香後加入菜炒，在炒的過程中加入半杯水，等菜軟後即完成。,4,70
f29003,抹茶瑪德蓮,甜點,送入烤箱大顆瑪德蓮以170度烘烤15至17分鐘，小顆瑪德蓮以170度烘烤12至15分鐘即完成。,1,45
